Weight	Squared?	Rule	Satisfaction
10.0	true	( ~( BLOCK('77', '8') ) | ~( SIMILAR('3', '77') ) | ~( BLOCK('3', '8') ) | FRIENDS('3', '77') )	0.9972673116717488
10.0	true	( ~( BLOCK('79', '8') ) | ~( SIMILAR('3', '79') ) | ~( BLOCK('3', '8') ) | FRIENDS('3', '79') )	1.0
10.0	true	( ~( BLOCK('90', '8') ) | ~( SIMILAR('3', '90') ) | ~( BLOCK('3', '8') ) | FRIENDS('3', '90') )	0.9980098872911185
10.0	true	( ~( BLOCK('0', '7') ) | ~( SIMILAR('4', '0') ) | ~( BLOCK('4', '7') ) | FRIENDS('4', '0') )	1.0
10.0	true	( ~( BLOCK('99', '8') ) | ~( SIMILAR('3', '99') ) | ~( BLOCK('3', '8') ) | FRIENDS('3', '99') )	0.9994745281874202
10.0	true	( ~( BLOCK('10', '7') ) | ~( SIMILAR('4', '10') ) | ~( BLOCK('4', '7') ) | FRIENDS('4', '10') )	0.9669191464781761
10.0	true	( ~( BLOCK('8', '7') ) | ~( SIMILAR('4', '8') ) | ~( BLOCK('4', '7') ) | FRIENDS('4', '8') )	0.9750508796423674
10.0	true	( ~( BLOCK('9', '7') ) | ~( SIMILAR('4', '9') ) | ~( BLOCK('4', '7') ) | FRIENDS('4', '9') )	0.987780163064599
10.0	true	( ~( BLOCK('19', '7') ) | ~( SIMILAR('4', '19') ) | ~( BLOCK('4', '7') ) | FRIENDS('4', '19') )	0.996837395010516
10.0	true	( ~( BLOCK('31', '7') ) | ~( SIMILAR('4', '31') ) | ~( BLOCK('4', '7') ) | FRIENDS('4', '31') )	0.9694315884262323
10.0	true	( ~( BLOCK('49', '7') ) | ~( SIMILAR('4', '49') ) | ~( BLOCK('4', '7') ) | FRIENDS('4', '49') )	0.9970369329676032
10.0	true	( ~( BLOCK('53', '7') ) | ~( SIMILAR('4', '53') ) | ~( BLOCK('4', '7') ) | FRIENDS('4', '53') )	0.9761278685182333
10.0	true	( ~( BLOCK('57', '7') ) | ~( SIMILAR('4', '57') ) | ~( BLOCK('4', '7') ) | FRIENDS('4', '57') )	0.995324632152915
10.0	true	( ~( BLOCK('58', '7') ) | ~( SIMILAR('4', '58') ) | ~( BLOCK('4', '7') ) | FRIENDS('4', '58') )	0.9909391840919852
10.0	true	( ~( BLOCK('61', '7') ) | ~( SIMILAR('4', '61') ) | ~( BLOCK('4', '7') ) | FRIENDS('4', '61') )	0.9800445437431335
10.0	true	( ~( BLOCK('87', '7') ) | ~( SIMILAR('4', '87') ) | ~( BLOCK('4', '7') ) | FRIENDS('4', '87') )	1.0
10.0	true	( ~( BLOCK('73', '7') ) | ~( SIMILAR('4', '73') ) | ~( BLOCK('4', '7') ) | FRIENDS('4', '73') )	0.9579022973775864
10.0	true	( ~( BLOCK('3', '8') ) | ~( SIMILAR('5', '3') ) | ~( BLOCK('5', '8') ) | FRIENDS('5', '3') )	0.9948179530911148
10.0	true	( ~( BLOCK('12', '8') ) | ~( SIMILAR('5', '12') ) | ~( BLOCK('5', '8') ) | FRIENDS('5', '12') )	0.9990456503001042
10.0	true	( ~( BLOCK('25', '8') ) | ~( SIMILAR('5', '25') ) | ~( BLOCK('5', '8') ) | FRIENDS('5', '25') )	0.9976629137527198
10.0	true	( ~( BLOCK('28', '8') ) | ~( SIMILAR('5', '28') ) | ~( BLOCK('5', '8') ) | FRIENDS('5', '28') )	0.9857842279598117
10.0	true	( ~( BLOCK('33', '8') ) | ~( SIMILAR('5', '33') ) | ~( BLOCK('5', '8') ) | FRIENDS('5', '33') )	0.9991697420482524
10.0	true	( ~( BLOCK('68', '8') ) | ~( SIMILAR('5', '68') ) | ~( BLOCK('5', '8') ) | FRIENDS('5', '68') )	0.9546832665801048
10.0	true	( ~( BLOCK('54', '8') ) | ~( SIMILAR('5', '54') ) | ~( BLOCK('5', '8') ) | FRIENDS('5', '54') )	0.9962599249556661
10.0	true	( ~( BLOCK('71', '8') ) | ~( SIMILAR('5', '71') ) | ~( BLOCK('5', '8') ) | FRIENDS('5', '71') )	0.9562440514564514
10.0	true	( ~( BLOCK('77', '8') ) | ~( SIMILAR('5', '77') ) | ~( BLOCK('5', '8') ) | FRIENDS('5', '77') )	1.0
10.0	true	( ~( BLOCK('79', '8') ) | ~( SIMILAR('5', '79') ) | ~( BLOCK('5', '8') ) | FRIENDS('5', '79') )	0.9963130566757172
10.0	true	( ~( BLOCK('90', '8') ) | ~( SIMILAR('5', '90') ) | ~( BLOCK('5', '8') ) | FRIENDS('5', '90') )	0.9932196037843823
10.0	true	( ~( BLOCK('99', '8') ) | ~( SIMILAR('5', '99') ) | ~( BLOCK('5', '8') ) | FRIENDS('5', '99') )	0.9833894483745098
10.0	true	( ~( BLOCK('14', '2') ) | ~( SIMILAR('6', '14') ) | ~( BLOCK('6', '2') ) | FRIENDS('6', '14') )	0.9781079236418009
10.0	true	( ~( BLOCK('26', '2') ) | ~( SIMILAR('6', '26') ) | ~( BLOCK('6', '2') ) | FRIENDS('6', '26') )	1.0
10.0	true	( ~( BLOCK('30', '2') ) | ~( SIMILAR('6', '30') ) | ~( BLOCK('6', '2') ) | FRIENDS('6', '30') )	0.9741875510662794
10.0	true	( ~( BLOCK('38', '2') ) | ~( SIMILAR('6', '38') ) | ~( BLOCK('6', '2') ) | FRIENDS('6', '38') )	0.9907135274261236
10.0	true	( ~( BLOCK('40', '2') ) | ~( SIMILAR('6', '40') ) | ~( BLOCK('6', '2') ) | FRIENDS('6', '40') )	0.9648909866809845
10.0	true	( ~( BLOCK('42', '2') ) | ~( SIMILAR('6', '42') ) | ~( BLOCK('6', '2') ) | FRIENDS('6', '42') )	0.9930095677264035
10.0	true	( ~( BLOCK('50', '2') ) | ~( SIMILAR('6', '50') ) | ~( BLOCK('6', '2') ) | FRIENDS('6', '50') )	0.9508202932775021
10.0	true	( ~( BLOCK('55', '2') ) | ~( SIMILAR('6', '55') ) | ~( BLOCK('6', '2') ) | FRIENDS('6', '55') )	0.9751140512526035
10.0	true	( ~( BLOCK('60', '2') ) | ~( SIMILAR('6', '60') ) | ~( BLOCK('6', '2') ) | FRIENDS('6', '60') )	0.9604605138301849
10.0	true	( ~( BLOCK('84', '2') ) | ~( SIMILAR('6', '84') ) | ~( BLOCK('6', '2') ) | FRIENDS('6', '84') )	0.9834887962788343
10.0	true	( ~( BLOCK('11', '9') ) | ~( SIMILAR('7', '11') ) | ~( BLOCK('7', '9') ) | FRIENDS('7', '11') )	1.0
10.0	true	( ~( BLOCK('22', '9') ) | ~( SIMILAR('7', '22') ) | ~( BLOCK('7', '9') ) | FRIENDS('7', '22') )	0.9712296091020107
10.0	true	( ~( BLOCK('41', '9') ) | ~( SIMILAR('7', '41') ) | ~( BLOCK('7', '9') ) | FRIENDS('7', '41') )	1.0
10.0	true	( ~( BLOCK('46', '9') ) | ~( SIMILAR('7', '46') ) | ~( BLOCK('7', '9') ) | FRIENDS('7', '46') )	0.9680669605731964
10.0	true	( ~( BLOCK('47', '9') ) | ~( SIMILAR('7', '47') ) | ~( BLOCK('7', '9') ) | FRIENDS('7', '47') )	0.9829758424311876
10.0	true	( ~( BLOCK('59', '9') ) | ~( SIMILAR('7', '59') ) | ~( BLOCK('7', '9') ) | FRIENDS('7', '59') )	0.9924833541736007
10.0	true	( ~( BLOCK('69', '9') ) | ~( SIMILAR('7', '69') ) | ~( BLOCK('7', '9') ) | FRIENDS('7', '69') )	0.965645331889391
10.0	true	( ~( BLOCK('81', '9') ) | ~( SIMILAR('7', '81') ) | ~( BLOCK('7', '9') ) | FRIENDS('7', '81') )	0.9958137623034418
10.0	true	( ~( BLOCK('4', '7') ) | ~( SIMILAR('8', '4') ) | ~( BLOCK('8', '7') ) | FRIENDS('8', '4') )	0.9998797794614802
10.0	true	( ~( BLOCK('0', '7') ) | ~( SIMILAR('8', '0') ) | ~( BLOCK('8', '7') ) | FRIENDS('8', '0') )	0.9780821297317743
10.0	true	( ~( BLOCK('9', '7') ) | ~( SIMILAR('8', '9') ) | ~( BLOCK('8', '7') ) | FRIENDS('8', '9') )	0.9724867045879364
10.0	true	( ~( BLOCK('10', '7') ) | ~( SIMILAR('8', '10') ) | ~( BLOCK('8', '7') ) | FRIENDS('8', '10') )	0.9924966911785305
10.0	true	( ~( BLOCK('19', '7') ) | ~( SIMILAR('8', '19') ) | ~( BLOCK('8', '7') ) | FRIENDS('8', '19') )	0.9962044302374125
10.0	true	( ~( BLOCK('31', '7') ) | ~( SIMILAR('8', '31') ) | ~( BLOCK('8', '7') ) | FRIENDS('8', '31') )	0.992819185834378
10.0	true	( ~( BLOCK('49', '7') ) | ~( SIMILAR('8', '49') ) | ~( BLOCK('8', '7') ) | FRIENDS('8', '49') )	1.0
10.0	true	( ~( BLOCK('53', '7') ) | ~( SIMILAR('8', '53') ) | ~( BLOCK('8', '7') ) | FRIENDS('8', '53') )	1.0
10.0	true	( ~( BLOCK('57', '7') ) | ~( SIMILAR('8', '57') ) | ~( BLOCK('8', '7') ) | FRIENDS('8', '57') )	0.9997339341207407
10.0	true	( ~( BLOCK('58', '7') ) | ~( SIMILAR('8', '58') ) | ~( BLOCK('8', '7') ) | FRIENDS('8', '58') )	0.9837408475577831
10.0	true	( ~( BLOCK('61', '7') ) | ~( SIMILAR('8', '61') ) | ~( BLOCK('8', '7') ) | FRIENDS('8', '61') )	0.9649287462234497
10.0	true	( ~( BLOCK('73', '7') ) | ~( SIMILAR('8', '73') ) | ~( BLOCK('8', '7') ) | FRIENDS('8', '73') )	0.9743221122771502
10.0	true	( ~( BLOCK('87', '7') ) | ~( SIMILAR('8', '87') ) | ~( BLOCK('8', '7') ) | FRIENDS('8', '87') )	0.9999717500795668
10.0	true	( ~( BLOCK('4', '7') ) | ~( SIMILAR('9', '4') ) | ~( BLOCK('9', '7') ) | FRIENDS('9', '4') )	0.9976618243381381
10.0	true	( ~( BLOCK('0', '7') ) | ~( SIMILAR('9', '0') ) | ~( BLOCK('9', '7') ) | FRIENDS('9', '0') )	1.0
10.0	true	( ~( BLOCK('8', '7') ) | ~( SIMILAR('9', '8') ) | ~( BLOCK('9', '7') ) | FRIENDS('9', '8') )	1.0
10.0	true	( ~( BLOCK('10', '7') ) | ~( SIMILAR('9', '10') ) | ~( BLOCK('9', '7') ) | FRIENDS('9', '10') )	0.9812788628041744
10.0	true	( ~( BLOCK('19', '7') ) | ~( SIMILAR('9', '19') ) | ~( BLOCK('9', '7') ) | FRIENDS('9', '19') )	1.0
10.0	true	( ~( BLOCK('31', '7') ) | ~( SIMILAR('9', '31') ) | ~( BLOCK('9', '7') ) | FRIENDS('9', '31') )	0.9862599363550544
10.0	true	( ~( BLOCK('49', '7') ) | ~( SIMILAR('9', '49') ) | ~( BLOCK('9', '7') ) | FRIENDS('9', '49') )	0.9969607547391206
10.0	true	( ~( BLOCK('53', '7') ) | ~( SIMILAR('9', '53') ) | ~( BLOCK('9', '7') ) | FRIENDS('9', '53') )	1.0
10.0	true	( ~( BLOCK('57', '7') ) | ~( SIMILAR('9', '57') ) | ~( BLOCK('9', '7') ) | FRIENDS('9', '57') )	0.9938911655917764
10.0	true	( ~( BLOCK('58', '7') ) | ~( SIMILAR('9', '58') ) | ~( BLOCK('9', '7') ) | FRIENDS('9', '58') )	0.982648191973567
10.0	true	( ~( BLOCK('61', '7') ) | ~( SIMILAR('9', '61') ) | ~( BLOCK('9', '7') ) | FRIENDS('9', '61') )	0.9963240073993802
10.0	true	( ~( BLOCK('73', '7') ) | ~( SIMILAR('9', '73') ) | ~( BLOCK('9', '7') ) | FRIENDS('9', '73') )	0.9815588276833296
10.0	true	( ~( BLOCK('87', '7') ) | ~( SIMILAR('9', '87') ) | ~( BLOCK('9', '7') ) | FRIENDS('9', '87') )	0.9789233598858118
10.0	true	( ~( BLOCK('0', '7') ) | ~( SIMILAR('10', '0') ) | ~( BLOCK('10', '7') ) | FRIENDS('10', '0') )	1.0
10.0	true	( ~( BLOCK('4', '7') ) | ~( SIMILAR('10', '4') ) | ~( BLOCK('10', '7') ) | FRIENDS('10', '4') )	1.0
10.0	true	( ~( BLOCK('8', '7') ) | ~( SIMILAR('10', '8') ) | ~( BLOCK('10', '7') ) | FRIENDS('10', '8') )	0.9965395682957023
10.0	true	( ~( BLOCK('9', '7') ) | ~( SIMILAR('10', '9') ) | ~( BLOCK('10', '7') ) | FRIENDS('10', '9') )	0.9815260972827673
10.0	true	( ~( BLOCK('19', '7') ) | ~( SIMILAR('10', '19') ) | ~( BLOCK('10', '7') ) | FRIENDS('10', '19') )	0.9796138871461153
10.0	true	( ~( BLOCK('31', '7') ) | ~( SIMILAR('10', '31') ) | ~( BLOCK('10', '7') ) | FRIENDS('10', '31') )	1.0
10.0	true	( ~( BLOCK('53', '7') ) | ~( SIMILAR('10', '53') ) | ~( BLOCK('10', '7') ) | FRIENDS('10', '53') )	0.9765028599649668
10.0	true	( ~( BLOCK('49', '7') ) | ~( SIMILAR('10', '49') ) | ~( BLOCK('10', '7') ) | FRIENDS('10', '49') )	1.0
10.0	true	( ~( BLOCK('57', '7') ) | ~( SIMILAR('10', '57') ) | ~( BLOCK('10', '7') ) | FRIENDS('10', '57') )	1.0
10.0	true	( ~( BLOCK('58', '7') ) | ~( SIMILAR('10', '58') ) | ~( BLOCK('10', '7') ) | FRIENDS('10', '58') )	0.9672610722482204
10.0	true	( ~( BLOCK('61', '7') ) | ~( SIMILAR('10', '61') ) | ~( BLOCK('10', '7') ) | FRIENDS('10', '61') )	0.9615977443754673
10.0	true	( ~( BLOCK('73', '7') ) | ~( SIMILAR('10', '73') ) | ~( BLOCK('10', '7') ) | FRIENDS('10', '73') )	0.9858410954475403
10.0	true	( ~( BLOCK('87', '7') ) | ~( SIMILAR('10', '87') ) | ~( BLOCK('10', '7') ) | FRIENDS('10', '87') )	0.96043711155653
10.0	true	( ~( BLOCK('7', '9') ) | ~( SIMILAR('11', '7') ) | ~( BLOCK('11', '9') ) | FRIENDS('11', '7') )	0.9588996767997742
10.0	true	( ~( BLOCK('22', '9') ) | ~( SIMILAR('11', '22') ) | ~( BLOCK('11', '9') ) | FRIENDS('11', '22') )	0.9912364110350609
10.0	true	( ~( BLOCK('41', '9') ) | ~( SIMILAR('11', '41') ) | ~( BLOCK('11', '9') ) | FRIENDS('11', '41') )	0.9892939291894436
10.0	true	( ~( BLOCK('46', '9') ) | ~( SIMILAR('11', '46') ) | ~( BLOCK('11', '9') ) | FRIENDS('11', '46') )	0.9941316521726549
10.0	true	( ~( BLOCK('47', '9') ) | ~( SIMILAR('11', '47') ) | ~( BLOCK('11', '9') ) | FRIENDS('11', '47') )	1.0
10.0	true	( ~( BLOCK('69', '9') ) | ~( SIMILAR('11', '69') ) | ~( BLOCK('11', '9') ) | FRIENDS('11', '69') )	1.0
10.0	true	( ~( BLOCK('81', '9') ) | ~( SIMILAR('11', '81') ) | ~( BLOCK('11', '9') ) | FRIENDS('11', '81') )	0.959819845855236
10.0	true	( ~( BLOCK('59', '9') ) | ~( SIMILAR('11', '59') ) | ~( BLOCK('11', '9') ) | FRIENDS('11', '59') )	1.0
10.0	true	( ~( BLOCK('3', '8') ) | ~( SIMILAR('12', '3') ) | ~( BLOCK('12', '8') ) | FRIENDS('12', '3') )	0.9865894299000502
10.0	true	( ~( BLOCK('5', '8') ) | ~( SIMILAR('12', '5') ) | ~( BLOCK('12', '8') ) | FRIENDS('12', '5') )	0.979219913482666
10.0	true	( ~( BLOCK('28', '8') ) | ~( SIMILAR('12', '28') ) | ~( BLOCK('12', '8') ) | FRIENDS('12', '28') )	0.9620765894651413
10.0	true	( ~( BLOCK('33', '8') ) | ~( SIMILAR('12', '33') ) | ~( BLOCK('12', '8') ) | FRIENDS('12', '33') )	0.9983724722405896
10.0	true	( ~( BLOCK('25', '8') ) | ~( SIMILAR('12', '25') ) | ~( BLOCK('12', '8') ) | FRIENDS('12', '25') )	0.9986114528728649
10.0	true	( ~( BLOCK('54', '8') ) | ~( SIMILAR('12', '54') ) | ~( BLOCK('12', '8') ) | FRIENDS('12', '54') )	0.972869835793972
10.0	true	( ~( BLOCK('71', '8') ) | ~( SIMILAR('12', '71') ) | ~( BLOCK('12', '8') ) | FRIENDS('12', '71') )	1.0
10.0	true	( ~( BLOCK('77', '8') ) | ~( SIMILAR('12', '77') ) | ~( BLOCK('12', '8') ) | FRIENDS('12', '77') )	0.9864696264266968
10.0	true	( ~( BLOCK('79', '8') ) | ~( SIMILAR('12', '79') ) | ~( BLOCK('12', '8') ) | FRIENDS('12', '79') )	0.9738670215010643
10.0	true	( ~( BLOCK('90', '8') ) | ~( SIMILAR('12', '90') ) | ~( BLOCK('12', '8') ) | FRIENDS('12', '90') )	1.0
10.0	true	( ~( BLOCK('99', '8') ) | ~( SIMILAR('12', '99') ) | ~( BLOCK('12', '8') ) | FRIENDS('12', '99') )	0.9877395946532488
10.0	true	( ~( BLOCK('16', '4') ) | ~( SIMILAR('13', '16') ) | ~( BLOCK('13', '4') ) | FRIENDS('13', '16') )	0.9961859295144677
10.0	true	( ~( BLOCK('66', '4') ) | ~( SIMILAR('13', '66') ) | ~( BLOCK('13', '4') ) | FRIENDS('13', '66') )	1.0
10.0	true	( ~( BLOCK('75', '4') ) | ~( SIMILAR('13', '75') ) | ~( BLOCK('13', '4') ) | FRIENDS('13', '75') )	0.983542425557971
10.0	true	( ~( BLOCK('78', '4') ) | ~( SIMILAR('13', '78') ) | ~( BLOCK('13', '4') ) | FRIENDS('13', '78') )	0.9876829031854868
10.0	true	( ~( BLOCK('83', '4') ) | ~( SIMILAR('13', '83') ) | ~( BLOCK('13', '4') ) | FRIENDS('13', '83') )	0.9875135216861963
10.0	true	( ~( BLOCK('6', '2') ) | ~( SIMILAR('14', '6') ) | ~( BLOCK('14', '2') ) | FRIENDS('14', '6') )	0.9639222621917725
10.0	true	( ~( BLOCK('26', '2') ) | ~( SIMILAR('14', '26') ) | ~( BLOCK('14', '2') ) | FRIENDS('14', '26') )	0.9999427686452691
10.0	true	( ~( BLOCK('38', '2') ) | ~( SIMILAR('14', '38') ) | ~( BLOCK('14', '2') ) | FRIENDS('14', '38') )	0.9510347209870815
10.0	true	( ~( BLOCK('30', '2') ) | ~( SIMILAR('14', '30') ) | ~( BLOCK('14', '2') ) | FRIENDS('14', '30') )	1.0
10.0	true	( ~( BLOCK('40', '2') ) | ~( SIMILAR('14', '40') ) | ~( BLOCK('14', '2') ) | FRIENDS('14', '40') )	1.0
10.0	true	( ~( BLOCK('86', '4') ) | ~( SIMILAR('13', '86') ) | ~( BLOCK('13', '4') ) | FRIENDS('13', '86') )	0.9874564167112112
10.0	true	( ~( BLOCK('42', '2') ) | ~( SIMILAR('14', '42') ) | ~( BLOCK('14', '2') ) | FRIENDS('14', '42') )	0.9780029933899641
10.0	true	( ~( BLOCK('50', '2') ) | ~( SIMILAR('14', '50') ) | ~( BLOCK('14', '2') ) | FRIENDS('14', '50') )	1.0
10.0	true	( ~( BLOCK('55', '2') ) | ~( SIMILAR('14', '55') ) | ~( BLOCK('14', '2') ) | FRIENDS('14', '55') )	1.0
10.0	true	( ~( BLOCK('84', '2') ) | ~( SIMILAR('14', '84') ) | ~( BLOCK('14', '2') ) | FRIENDS('14', '84') )	0.9620606154203415
10.0	true	( ~( BLOCK('60', '2') ) | ~( SIMILAR('14', '60') ) | ~( BLOCK('14', '2') ) | FRIENDS('14', '60') )	0.9980725115165114
10.0	true	( ~( BLOCK('23', '6') ) | ~( SIMILAR('15', '23') ) | ~( BLOCK('15', '6') ) | FRIENDS('15', '23') )	0.9812458846718073
10.0	true	( ~( BLOCK('24', '6') ) | ~( SIMILAR('15', '24') ) | ~( BLOCK('15', '6') ) | FRIENDS('15', '24') )	0.9732490312308073
10.0	true	( ~( BLOCK('51', '6') ) | ~( SIMILAR('15', '51') ) | ~( BLOCK('15', '6') ) | FRIENDS('15', '51') )	0.9556474573910236
10.0	true	( ~( BLOCK('56', '6') ) | ~( SIMILAR('15', '56') ) | ~( BLOCK('15', '6') ) | FRIENDS('15', '56') )	0.9758981931954622
10.0	true	( ~( BLOCK('72', '6') ) | ~( SIMILAR('15', '72') ) | ~( BLOCK('15', '6') ) | FRIENDS('15', '72') )	0.967017401009798
10.0	true	( ~( BLOCK('76', '6') ) | ~( SIMILAR('15', '76') ) | ~( BLOCK('15', '6') ) | FRIENDS('15', '76') )	1.0
10.0	true	( ~( BLOCK('94', '6') ) | ~( SIMILAR('15', '94') ) | ~( BLOCK('15', '6') ) | FRIENDS('15', '94') )	0.9953307271935046
10.0	true	( ~( BLOCK('97', '6') ) | ~( SIMILAR('15', '97') ) | ~( BLOCK('15', '6') ) | FRIENDS('15', '97') )	1.0
10.0	true	( ~( BLOCK('13', '4') ) | ~( SIMILAR('16', '13') ) | ~( BLOCK('16', '4') ) | FRIENDS('16', '13') )	0.9982774504460394
10.0	true	( ~( BLOCK('66', '4') ) | ~( SIMILAR('16', '66') ) | ~( BLOCK('16', '4') ) | FRIENDS('16', '66') )	0.9900218341499567
10.0	true	( ~( BLOCK('89', '6') ) | ~( SIMILAR('15', '89') ) | ~( BLOCK('15', '6') ) | FRIENDS('15', '89') )	1.0
10.0	true	( ~( BLOCK('75', '4') ) | ~( SIMILAR('16', '75') ) | ~( BLOCK('16', '4') ) | FRIENDS('16', '75') )	0.99674301315099
10.0	true	( ~( BLOCK('83', '4') ) | ~( SIMILAR('16', '83') ) | ~( BLOCK('16', '4') ) | FRIENDS('16', '83') )	0.9675013013184071
10.0	true	( ~( BLOCK('78', '4') ) | ~( SIMILAR('16', '78') ) | ~( BLOCK('16', '4') ) | FRIENDS('16', '78') )	0.9954460840672255
10.0	true	( ~( BLOCK('86', '4') ) | ~( SIMILAR('16', '86') ) | ~( BLOCK('16', '4') ) | FRIENDS('16', '86') )	0.9713766034692526
